X,Y,Index_,ACCNUM,YEAR,DATE,TIME,Hour,STREET1,STREET2,OFFSET,ROAD_CLASS,District,LATITUDE,LONGITUDE,LOCCOORD,ACCLOC,TRAFFCTL,VISIBILITY,LIGHT,RDSFCOND,ACCLASS,IMPACTYPE,INVTYPE,INVAGE,INJURY,FATAL_NO,INITDIR,VEHTYPE,MANOEUVER,DRIVACT,DRIVCOND,PEDTYPE,PEDACT,PEDCOND,CYCLISTYPE,CYCACT,CYCCOND,PEDESTRIAN,CYCLIST,AUTOMOBILE,MOTORCYCLE,TRUCK,TRSN_CITY_VEH,EMERG_VEH,PASSENGER,SPEEDING,AG_DRIV,REDLIGHT,ALCOHOL,DISABILITY,Division,Ward_Name,Ward_ID,Hood_ID,Hood_Name,FID
-79.40999029,43.66534538,5224187,1097712,2009,2009-04-04T04:00:00.000Z,228,2,LIPPINCOTT ST,BLOOR ST W, ,Local,Toronto East York,43.66534538,-79.40999029,Intersection, ,No Control,Rain,Dark,Wet,Fatal,Pedestrian Collisions,Pedestrian,25 to 29,Fatal,10,West,Other, , , ,Pedestrian hit at mid-block,Other,Had Been Drinking, , , ,Yes, ,Yes, , , , , , , , ,Yes, ,D14,Trinity-Spadina (20),20,79,University (79),53
-79.39359029,43.71694538,7559313,1287084,2012,2012-04-03T04:00:00.000Z,230,2,MOUNT PLEASANT RD,STIBBARD AVE, ,Major Arterial,North York,43.71694538,-79.39359029,Intersection, ,No Control,Clear,Dark,Dry,Fatal,SMV Other,Passenger,20 to 24,Fatal,7, ,Other, , , , , , , , , , , ,Yes, , , , ,Yes,Yes,Yes, ,Yes, ,D53,Don Valley West (25),25,99,Mount Pleasant East (99),54
-79.49396143,43.76032217,80485309,6000181395,2016,2016-01-31T05:00:00.000Z,230,2,DERRYDOWN RD,ROMFIELD DR, ,Local,North York,43.76032217,-79.49396143,Intersection, ,Stop Sign,Clear,"Dark, artificial",Wet,Fatal,SMV Other,Passenger,45 to 49,Fatal,8, , , , , , , , , , , , , ,Yes, , , , ,Yes, , , ,Yes, ,D31,York West (8),8,27,York University Heights (27),55
-79.42928705,43.63264425,7382685,1279209,2012,2012-02-06T05:00:00.000Z,233,2,F G GARDINER XY  E,DUFFERIN ST, ,Expressway,Toronto East York,43.63264425,-79.42928705,Mid-Block, ,No Control,Clear,"Dark, artificial",Other,Fatal,Pedestrian Collisions,Pedestrian,15 to 19,Fatal,5,Unknown,Other, , , ,Pedestrian hit at mid-block,Person Getting on/off Vehicle,Had Been Drinking, , , ,Yes, ,Yes, ,Yes, , , , , , , , ,D14,Parkdale-High Park (14),14,85,South Parkdale (85),56
-79.40113459,43.65226324,8000012,142049204,2014,2014-05-10T04:00:00.000Z,233,2,DUNDAS ST W,AUGUSTA AVE, ,Major Arterial,Toronto East York,43.65226324,-79.40113459,Intersection, ,No Control,Clear,"Dark, artificial",Dry,Fatal,Pedestrian Collisions,Pedestrian,25 to 29,Fatal,9,Unknown, , , , ,Other / Undefined,Other,Had Been Drinking, , , ,Yes, ,Yes, , , , ,Yes, , , , , ,D14,Trinity-Spadina (20),20,78,Kensington-Chinatown (78),57
-79.42268763,43.65434607,5347974,1033112,2008,2008-04-13T04:00:00.000Z,244,2,OSSINGTON AVE,COLLEGE ST, ,Major Arterial,Toronto East York,43.65434607,-79.42268763,Intersection, ,Traffic Signal,Rain,Dark,Wet,Fatal,Pedestrian Collisions,Pedestrian,20 to 24,Fatal,14,East,Other, , , ,Vehicle is going straight thru inter.while ped cross without ROW,Running onto Roadway,"Ability Impaired, Alcohol", , , ,Yes, ,Yes, , , , ,Yes, , , , , ,D14,Trinity-Spadina (19),19,81,Trinity-Bellwoods (81),58
-79.30649029,43.75114538,4273926,987504,2007,2007-09-02T04:00:00.000Z,245,2,1 MURRAY GLEN DR, , ,Local,Scarborough,43.75114538,-79.30649029,Mid-Block, ,No Control,Clear,Dark,Dry,Fatal,Cyclist Collisions,Cyclist,40 to 44,Fatal,0,West,Bicycle,Going Ahead, , , , , ,Insufficient information (to determine cyclist crash type).,Other,Unknown, ,Yes, , ,Yes, , , , , , , , ,D41,Scarborough Centre (37),37,119,Wexford/Maryvale (119),59
-79.32309029,43.796545379999984,5354947,1036238,2008,2008-05-03T04:00:00.000Z,245,2,HUNTINGDALE BLVD,HEATHERSIDE DR, ,Collector,Scarborough,43.79654538,-79.32309029,Mid-Block, ,No Control,"Fog, Mist, Smoke, Dust",Dark,Wet,Fatal,SMV Other,Driver,20 to 24,Fatal,17,East,"Automobile, Station Wagon",Going Ahead,Lost control,"Ability Impaired, Alcohol", , , , , , , , ,Yes, , , , , , , , ,Yes, ,D42,Scarborough-Agincourt (39),39,117,L'Amoreaux (117),60
-79.19795618,43.84878119,80546946,6001433140,2016,2016-08-14T04:00:00.000Z,250,2,STEELES AVE E,REESOR RD, ,Minor Arterial,Scarborough,43.84878119,-79.19795618,Mid-Block,Non Intersection,No Control,Clear,Dark,Dry,Fatal,Approaching,Driver,20 to 24,Fatal,52,East,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal, , , , , , , , ,Yes, , , , ,Yes,Yes,Yes, , , ,D42,Scarborough-Rouge River (42),42,131,Rouge (131),61
-79.39774714,43.74509772,80681740,7000487878,2017,2017-03-19T04:00:00.000Z,255,2,106 YORK MILLS RD, , ,Major Arterial,North York,43.74509772,-79.39774714,Mid-Block,Non Intersection,No Control,Clear,"Dark, artificial",Wet,Fatal,SMV Other,Driver,45 to 49,Fatal,13,West,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal, , , , , , , , ,Yes, , , , , ,Yes,Yes, , , ,D32,Don Valley West (25),25,41,Bridle Path-Sunnybrook-York Mills (41),62
-79.435222719999985,43.63307913,80566412,6001932941,2016,2016-10-31T04:00:00.000Z,257,2,F G GARDINER XY  E,JAMESON AVE, ,Expressway,Toronto East York,43.63307913,-79.43522272,Mid-Block,Non Intersection,No Control,Clear,Dark,Dry,Fatal,SMV Other,Driver,25 to 29,Fatal,68,East,"Automobile, Station Wagon",Going Ahead,Lost control,Unknown, , , , , , , , ,Yes, , , , , , , , , , ,D14,Parkdale-High Park (14),14,85,South Parkdale (85),63
-79.24619029,43.73704538,5188679,1078551,2009,2009-01-01T05:00:00.000Z,259,2,EGLINTON AVE E,DANFORTH RD, ,Major Arterial,Scarborough,43.73704538,-79.24619029,Intersection,At Intersection,Traffic Signal,Clear,Dark,Wet,Fatal,Pedestrian Collisions,Pedestrian,50 to 54,Fatal,1,North,Other, , , ,Vehicle is going straight thru inter.while ped cross without ROW,Crossing without right of way,"Ability Impaired, Alcohol Over .80", , , ,Yes, ,Yes, , , , , , , , , , ,D43,Scarborough Southwest (35),35,138,Eglinton East (138),64
-79.50246821,43.62264593,80000147,2015989979,2015,2015-06-13T04:00:00.000Z,300,3,F G GARDINER XY  W,ROYAL YORK RD, ,Expressway,Etobicoke York,43.62264593,-79.50246821,Mid-Block, ,No Control,Rain,Dark,Wet,Fatal,SMV Other,Driver,20 to 24,Fatal,30,West,"Automobile, Station Wagon",Going Ahead,Exceeding Speed Limit,Unknown, , , , , , , , ,Yes, , , , , ,Yes,Yes, , , ,D22,Etobicoke-Lakeshore (6),6,16,Stonegate-Queensway (16),65
-79.260387519999981,43.71567496,80542278,6001053517,2016,2016-06-17T04:00:00.000Z,303,3,DANFORTH RD,ST CLAIR AVE E,92.1 m south,Minor Arterial,Scarborough,43.71567496,-79.26038752,Mid-Block,Non Intersection,No Control,Clear,"Dark, artificial",Dry,Fatal,Pedestrian Collisions,Pedestrian,20 to 24,Fatal,38,North, , , , ,Pedestrian hit at mid-block,Running onto Roadway,Other, , , ,Yes, ,Yes, , , , , , , , , , ,D41,Scarborough Southwest (35),35,120,Clairlea-Birchmount (120),66
-79.42009029,43.79794538,5384104,1049124,2008,2008-07-21T04:00:00.000Z,305,3,STEELES AVE E,YONGE ST, ,Major Arterial,North York,43.79794538,-79.42009029,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Fatal,Pedestrian Collisions,Pedestrian,35 to 39,Fatal,34,North,Other, , , ,Vehicle is going straight thru inter.while ped cross without ROW,Crossing without right of way,Unknown, , , ,Yes, ,Yes, , , , ,Yes, , , , , ,D32,Willowdale (23),23,36,Newtonbrook West (36),67
-79.57728968,43.76374396,7848906,1369173,2013,2013-08-03T04:00:00.000Z,305,3,STEELES AVE W,ISLINGTON AVE, ,Major Arterial,Etobicoke York,43.76374396,-79.57728968,Mid-Block, ,No Control,Clear,"Dark, artificial",Dry,Fatal,SMV Other,Driver,25 to 29,Fatal,27,East,"Automobile, Station Wagon",Going Ahead,Exceeding Speed Limit,"Ability Impaired, Alcohol Over .08", , , , , , , , ,Yes, , , , , ,Yes,Yes, ,Yes, ,D31,York West (7),7,21,Humber Summit (21),68
-79.31419001,43.80794485,7515508,1321216,2012,2012-10-21T04:00:00.000Z,325,3,MCNICOLL AVE,BIRCHMOUNT RD, ,Minor Arterial,Scarborough,43.80794485,-79.31419001,Mid-Block,At Intersection,No Control,Clear,"Dark, artificial",Dry,Fatal,SMV Other,Passenger,20 to 24,Fatal,36, ,Other, , , , , , , , , , , ,Yes, , , , ,Yes,Yes,Yes, ,Yes, ,D42,Scarborough-Agincourt (39),39,116,Steeles (116),69
-79.457828620000015,43.65517004,80238841,5000814405,2015,2015-05-16T04:00:00.000Z,325,3,BLOOR ST W,INDIAN GRV,50 m West of,Major Arterial,Toronto East York,43.65517004,-79.45782862,Mid-Block,Non Intersection,No Control,Clear,"Dark, artificial",Dry,Fatal,Pedestrian Collisions,Pedestrian,40 to 44,Fatal,23,North, , , , ,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Had Been Drinking, , , ,Yes, ,Yes, , , , ,Yes, , , , , ,D11,Parkdale-High Park (14),14,87,High Park-Swansea (87),70
-79.51320277,43.739379479999982,80503019,6000607400,2016,2016-04-10T04:00:00.000Z,326,3,JANE ST,SHEPPARD AVE W, ,Major Arterial,North York,43.73937948,-79.51320277,Intersection,Intersection Related,Traffic Signal,Clear,"Dark, artificial",Dry,Fatal,Rear End,Passenger,20 to 24,Fatal,23, , , , , , , , , , , , , ,Yes, , , , ,Yes,Yes,Yes, , , ,D31,York Centre (9),9,25,Glenfield-Jane Heights (25),71
-79.51320277,43.739379479999982,80503077,6000607400,2016,2016-04-10T04:00:00.000Z,326,3,JANE ST,SHEPPARD AVE W, ,Major Arterial,North York,43.73937948,-79.51320277,Intersection,Intersection Related,Traffic Signal,Clear,"Dark, artificial",Dry,Fatal,Rear End,Passenger,20 to 24,Fatal,24, , , , , , , , , , , , , ,Yes, , , , ,Yes,Yes,Yes, , , ,D31,York Centre (9),9,25,Glenfield-Jane Heights (25),72
-79.51320277,43.739379479999982,80503078,6000607400,2016,2016-04-10T04:00:00.000Z,326,3,JANE ST,SHEPPARD AVE W, ,Major Arterial,North York,43.73937948,-79.51320277,Intersection,Intersection Related,Traffic Signal,Clear,"Dark, artificial",Dry,Fatal,Rear End,Passenger,15 to 19,Fatal,22, , , , , , , , , , , , , ,Yes, , , , ,Yes,Yes,Yes, , , ,D31,York Centre (9),9,25,Glenfield-Jane Heights (25),73
-79.36319029,43.65274538,6253428,1146864,2010,2010-01-10T05:00:00.000Z,329,3,KING ST E,PARLIAMENT ST, ,Major Arterial,Toronto East York,43.65274538,-79.36319029,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Fatal,Approaching,Driver,35 to 39,Fatal,1,East,"Automobile, Station Wagon",Going Ahead,Lost control,Had Been Drinking, , , , , , , , ,Yes, , , , , ,Yes,Yes, , , ,D51,Toronto Centre-Rosedale (28),28,73,Moss Park (73),74
-79.40224085,43.72534521,80783699,7001803830,2017,2017-10-05T04:00:00.000Z,331,3,YONGE ST,LAWRENCE AVE W,100 m North of,Major Arterial,North York,43.72534521,-79.40224085,Mid-Block,Non Intersection,No Control,Clear,Dark,Dry,Fatal,Pedestrian Collisions,Pedestrian,20 to 24,Fatal,49,West, , , , ,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Normal, , , ,Yes, , , , , , , , , , , , ,D32,Don Valley West (25),25,105,Lawrence Park North (105),75
-79.47266779,43.63349875,80681699,7000178684,2017,2017-01-29T05:00:00.000Z,345,3,F G GARDINER XY  W,SOUTH KINGSWAY RAMP,55 m West of,Expressway,Etobicoke York,43.63349875,-79.47266779,Mid-Block,Non Intersection,No Control,Clear,"Dark, artificial",Dry,Fatal,Rear End,Driver,20 to 24,Fatal,9,West,"Automobile, Station Wagon",Going Ahead,Lost control,"Ability Impaired, Alcohol Over .08", , , , , , , , ,Yes, , , , , ,Yes,Yes, ,Yes, ,D11,Parkdale-High Park (13),13,85,South Parkdale (85),76
-79.21059029,43.73784538,5214090,1093203,2009,2009-03-08T05:00:00.000Z,350,3,HILL CRES,HEATHFIELD DR, ,Collector,Scarborough,43.73784538,-79.21059029,Intersection, ,No Control,Rain,Dark,Wet,Fatal,SMV Other,Passenger,20 to 24,Fatal,6, ,Other, , , , , , , , , , , ,Yes, , , , ,Yes,Yes,Yes, ,Yes, ,D43,Scarborough East (43),43,139,Scarborough Village (139),77
-79.34943781,43.69750937,8000203,143357519,2014,2014-11-24T05:00:00.000Z,350,3,DON VALLEY PARKWAY  N,LEASIDE BDGE, ,Major Arterial,Toronto East York,43.69750937,-79.34943781,Mid-Block, ,No Control,Rain,"Dark, artificial",Wet,Fatal,SMV Other,Driver,20 to 24,Fatal,43,North,"Automobile, Station Wagon",Going Ahead,Exceeding Speed Limit,"Ability Impaired, Alcohol", , , , , , , , ,Yes, , , , , ,Yes,Yes, ,Yes, ,D54,Toronto-Danforth (29),29,58,Old East York (58),78
-79.540760139999989,43.6506954,80490007,5001705355,2015,2015-10-03T04:00:00.000Z,351,3,BURNHAMTHORPE RD,PRENNAN AVE,1 m East of,Major Arterial,Etobicoke York,43.6506954,-79.54076014,Intersection,Non Intersection,No Control,Clear,Dark,Dry,Fatal,SMV Other,Passenger,40 to 44,Fatal,48, , , , , , , , , , , , , ,Yes, , , , ,Yes,Yes,Yes, , , ,D22,Etobicoke-Lakeshore (5),5,14,Islington-City Centre West (14),79
-79.35298548,43.669097499999985,80000105,201558185,2015,2015-01-11T05:00:00.000Z,353,3,477 BROADVIEW AVE, , ,Minor Arterial,Toronto East York,43.6690975,-79.35298548,Mid-Block, ,No Control,Clear,"Dark, artificial",Dry,Fatal,SMV Other,Driver,20 to 24,Fatal,1,South,"Automobile, Station Wagon",Going Ahead,Lost control,Unknown, , , , , , , , ,Yes, , , , , ,Yes,Yes, , , ,D55,Toronto-Danforth (30),30,68,North Riverdale (68),80
-79.4864007,43.65399893,80503926,6000691297,2016,2016-04-23T04:00:00.000Z,356,3,JANE ST,HUMBERVIEW RD, ,Major Arterial,Etobicoke York,43.65399893,-79.4864007,Intersection,Non Intersection,No Control,Other,Dark,Other,Fatal,SMV Other,Passenger,20 to 24,Fatal,27, , , , , , , , , , , , , ,Yes, , , , ,Yes,Yes,Yes, , , ,D11,Parkdale-High Park (13),13,89,Runnymede-Bloor West Village (89),81
-79.37053309,43.6583515,80757205,7001470435,2017,2017-08-15T04:00:00.000Z,407,4,DUNDAS ST E,SHERBOURNE ST,38 m East of,Major Arterial,Toronto East York,43.6583515,-79.37053309,Mid-Block,Non Intersection,No Control,Rain,"Dark, artificial",Wet,Fatal,Pedestrian Collisions,Pedestrian,45 to 49,Fatal,35,Unknown, , , , ,Pedestrian hit at mid-block,Other,Medical or Physical Disability, , , ,Yes, , , , , , , , , , , , ,D51,Toronto Centre-Rosedale (28),28,73,Moss Park (73),82
-79.46769029,43.68184538,7474833,1319536,2012,2012-10-14T04:00:00.000Z,410,4,ROGERS RD,OLD WESTON RD, ,Minor Arterial,Etobicoke York,43.68184538,-79.46769029,Intersection,At Intersection,Traffic Signal,Rain,"Dark, artificial",Wet,Fatal,SMV Other,Driver,30 to 34,Fatal,34,West,"Automobile, Station Wagon",Going Ahead,Speed too Fast For Condition,Unknown, , , , , , , , ,Yes, , , , , ,Yes,Yes, , , ,D12,York South-Weston (12),12,110,Keelesdale-Eglinton West (110),83
-79.49739029,43.70734538,6649277,1242674,2011,2011-07-08T04:00:00.000Z,414,4,BLACK CREEK DR,LAWRENCE AVE W, ,Major Arterial,Etobicoke York,43.70734538,-79.49739029,Mid-Block, ,No Control,Clear,Dark,Dry,Fatal,SMV Other,Driver,25 to 29,Fatal,13,North,"Automobile, Station Wagon",Going Ahead,Lost control,Unknown, , , , , , , , ,Yes, , , , , , , , , , ,D12,York South-Weston (12),12,28,Rustic (28),84
-79.52599029000001,43.70324538,6279810,1189375,2010,2010-09-15T04:00:00.000Z,418,4,WESTON RD,CHURCH ST, ,Minor Arterial,Etobicoke York,43.70324538,-79.52599029,Mid-Block, ,No Control,Clear,Dark,Dry,Fatal,SMV Unattended Vehicle,Driver,25 to 29,Fatal,31,North,"Automobile, Station Wagon",Going Ahead,Lost control,Had Been Drinking, , , , , , , , ,Yes, , , , , ,Yes,Yes, , , ,D12,York South-Weston (11),11,113,Weston (113),85
-79.237590289999986,43.76904538,6256934,1205835,2010,2010-12-05T05:00:00.000Z,421,4,422 BRIMORTON DR, , ,Collector,Scarborough,43.76904538,-79.23759029,Mid-Block, ,No Control,Clear,Dark,Dry,Fatal,SMV Other,Driver,25 to 29,Fatal,37,West,"Automobile, Station Wagon",Going Ahead,Lost control,Had Been Drinking, , , , , , , , ,Yes, , , , ,Yes, , , , , ,D43,Scarborough Centre (38),38,137,Woburn (137),86
-79.29729029,43.82594538,4173249,970644,2007,2007-05-20T04:00:00.000Z,440,4,STEELES AVE E,MIDLAND AVE, ,Major Arterial,Scarborough,43.82594538,-79.29729029,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Fatal,Pedestrian Collisions,Pedestrian,55 to 59,Fatal,0,South,Other, , , ,Vehicle is going straight thru inter.while ped cross with ROW,Crossing with right of way,Unknown, , , ,Yes, ,Yes, , , , , , ,Yes, , , ,D42,Scarborough-Rouge River (41),41,130,Milliken (130),87
-79.454290290000017,43.74184538,5213959,1093141,2009,2009-03-07T05:00:00.000Z,440,4,WILLIAM R ALLEN RD,TRANSIT RD, ,Expressway,North York,43.74184538,-79.45429029,Intersection,At Intersection,Traffic Signal,Clear,Dark,Wet,Fatal,SMV Other,Driver,20 to 24,Fatal,5,North,"Automobile, Station Wagon",Going Ahead,Lost control,Unknown, , , , , , , , ,Yes, , , , , , , , , , ,D32,York Centre (10),10,33,Clanton Park (33),88
-79.47650538000002,43.67055853,80485256,4002804562,2014,2014-08-30T04:00:00.000Z,459,4,ST CLAIR AVE W,SYMES RD,39 m East of,Major Arterial,Etobicoke York,43.67055853,-79.47650538,Mid-Block,Non Intersection,No Control,Clear,"Dark, artificial",Dry,Fatal,Pedestrian Collisions,Pedestrian,30 to 34,Fatal,25,East, , , , ,Pedestrian hit at mid-block,Walking on Roadway Against Traffic,Other, , , ,Yes, ,Yes, , , , , , , , , , ,D11,York South-Weston (11),11,90,Junction Area (90),89
-79.28945551000001,43.78575094,80485509,4002712534,2014,2014-08-16T04:00:00.000Z,515,5,KENNEDY RD,BONIS AVE,4 m North of,Major Arterial,Scarborough,43.78575094,-79.28945551,Intersection,Intersection Related,Traffic Signal,Clear,"Dark, artificial",Dry,Fatal,Pedestrian Collisions,Pedestrian,85 to 89,Fatal,24,West, , , , ,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal, , , ,Yes, ,Yes, , , , , , ,Yes, , , ,D42,Scarborough-Agincourt (40),40,128,Agincourt South-Malvern West (128),90
-79.32548914,43.71434363,7515494,1321027,2012,2012-10-20T04:00:00.000Z,518,5,DON VALLEY PARKWAY  S,SPANBRIDGE RD, ,Expressway,North York,43.71434363,-79.32548914,Mid-Block, ,No Control,Clear,"Dark, artificial",Wet,Fatal,SMV Other,Driver,15 to 19,Fatal,35,South,"Automobile, Station Wagon",Going Ahead,Lost control,Unknown, , , , , , , , ,Yes, , , , ,Yes, , , , , ,D54,Don Valley West (26),26,44,Flemingdon Park (44),91
-79.44329029,43.678645379999985,6586496,1213866,2011,2011-01-21T05:00:00.000Z,519,5,DUFFERIN ST,NORTON AVE W, ,Major Arterial,Etobicoke York,43.67864538,-79.44329029,Intersection, ,No Control,Snow,Dark,Slush,Fatal,Pedestrian Collisions,Pedestrian,55 to 59,Fatal,2,Unknown,Other, , , ,Pedestrian involved in a collision with transit vehicle anywhere along roadway,Person Getting on/off Vehicle,Unknown, , , ,Yes, , , , ,Yes, , , , , , , ,D13,Davenport (17),17,92,Corso Italia-Davenport (92),92
-79.54156122,43.593040069999986,80500048,6000042274,2016,2016-01-08T05:00:00.000Z,520,5,BROWN S LINE,LAKE SHORE BLVD W,30 m North of,Major Arterial Ramp,Etobicoke York,43.59304007,-79.54156122,Mid-Block,Non Intersection,No Control,Clear,"Dark, artificial",Wet,Fatal,SMV Other,Driver,40 to 44,Fatal,2,South,"Automobile, Station Wagon",Going Ahead,Speed too Fast For Condition,Unknown, , , , , , , , ,Yes, , , , , ,Yes,Yes, , , ,D22,Etobicoke-Lakeshore (6),6,19,Long Branch (19),93
-79.46349029,43.698445379999988,4129903,951370,2007,2007-02-05T05:00:00.000Z,523,5,CALEDONIA RD,CASTLEFIELD AVE, ,Minor Arterial,North York,43.69844538,-79.46349029,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Fatal,Angle,Driver,45 to 49,Fatal,0,West,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal, , , , , , , , ,Yes, , , , ,Yes, ,Yes,Yes, , ,D13,Eglinton-Lawrence (15),15,108,Briar Hill-Belgravia (108),94
-79.35879029,43.67274538,6116479,1157272,2010,2010-03-12T05:00:00.000Z,523,5,ROYAL DR,DON VALLEY PARKWAY  N, ,Expressway Ramp,Toronto East York,43.67274538,-79.35879029,Mid-Block, ,No Control,Clear,Dark,Dry,Fatal,SMV Other,Truck Driver,30 to 34,Fatal,15,South,Truck - Open,Going Ahead,Speed too Fast For Condition,Normal, , , , , , , , , , ,Yes, , ,Yes,Yes,Yes, , , ,D55,Toronto-Danforth (30),30,68,North Riverdale (68),95
-79.17689029,43.803145379999989,4189764,978116,2007,2007-07-05T04:00:00.000Z,530,5,BRAYMORE BLVD,BLACKTOFT DR, ,Collector,Scarborough,43.80314538,-79.17689029,Intersection, ,No Control,"Fog, Mist, Smoke, Dust",Dark,Dry,Fatal,SMV Other,Driver,15 to 19,Fatal,0,North,"Automobile, Station Wagon",Going Ahead,Lost control,Had Been Drinking, , , , , , , , ,Yes, , , , ,Yes, , , , , ,D42,Scarborough East (44),44,131,Rouge (131),96
-79.42554865,43.70098456,80493667,5002032713,2015,2015-11-27T05:00:00.000Z,532,5,EGLINTON AVE W,BATHURST ST, ,Major Arterial,Toronto East York,43.70098456,-79.42554865,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Fatal,Pedestrian Collisions,Pedestrian,20 to 24,Fatal,58,South, , , , ,Vehicle turns right while ped crosses with ROW at inter.,Crossing with right of way,Normal, , , ,Yes, , , ,Yes, , , , ,Yes,Yes, , ,D13,St. Paul's (21),21,101,Forest Hill South (101),97
-79.58209029,43.74324538,5808802,1140944,2009,2009-12-08T05:00:00.000Z,540,5,FINCH AVE W,KIPLING AVE, ,Major Arterial,Etobicoke York,43.74324538,-79.58209029,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Fatal,Pedestrian Collisions,Pedestrian,70 to 74,Fatal,43,North,Other, , , ,Other / Undefined,Other,Normal, , , ,Yes, ,Yes, , , , , , , , , , ,D23,Etobicoke North (1),1,3,Thistletown-Beaumond Heights (3),98
-79.29659029,43.80124538,6685144,1258189,2011,2011-10-10T04:00:00.000Z,540,5,KENNEDY RD,FINCH AVE E, ,Major Arterial,Scarborough,43.80124538,-79.29659029,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Fatal,SMV Other,Driver,25 to 29,Fatal,27,South,"Automobile, Station Wagon",Going Ahead,Lost control,Unknown, , , , , , , , ,Yes, , , , ,Yes, , , , , ,D42,Scarborough-Agincourt (39),39,117,L'Amoreaux (117),99
-79.52109029,43.71814538,5412194,1061341,2008,2008-09-28T04:00:00.000Z,545,5,WILSON AVE,HIGHWAY 400  S, ,Major Arterial,Etobicoke York,43.71814538,-79.52109029,Intersection,At Intersection,No Control,Clear,Dark,Wet,Fatal,SMV Other,Driver,55 to 59,Fatal,42,East,"Automobile, Station Wagon",Going Ahead,Exceeding Speed Limit,Had Been Drinking, , , , , , , , ,Yes, , , , , ,Yes,Yes, , , ,D31,York West (7),7,26,Downsview-Roding-CFB (26),100
-79.58279029,43.69004538,5421906,1065595,2008,2008-10-21T04:00:00.000Z,545,5,HIGHWAY 27 Ramp S,27 S DIXON W RAMP, ,Major Arterial,Etobicoke York,43.69004538,-79.58279029,Mid-Block, ,No Control,Clear,Dark,Dry,Fatal,SMV Other,Truck Driver,20 to 24,Fatal,47,South,Truck - Open,Going Ahead,Exceeding Speed Limit,Normal, , , , , , , , , , ,Yes, , , ,Yes,Yes, , , ,D23,Etobicoke North (2),2,1,West Humber-Clairville (1),101
-79.31929029,43.74114538,6806561,1271163,2011,2011-12-23T05:00:00.000Z,547,5,LAWRENCE AVE E,CURLEW DR, ,Major Arterial,North York,43.74114538,-79.31929029,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Wet,Fatal,Turning Movement,Driver,35 to 39,Fatal,35,East,"Automobile, Station Wagon",Turning Left,Improper Turn,Inattentive, , , , , , , , ,Yes, , , , , ,Yes,Yes, , , ,D33,Don Valley East (34),34,43,Victoria Village (43),102
-79.442790290000019,43.735545379999984,6688418,1259602,2011,2011-10-18T04:00:00.000Z,548,5,WILSON AVE,ALLINGHAM GDNS, ,Major Arterial,North York,43.73554538,-79.44279029,Intersection,At Intersection,No Control,Clear,"Dark, artificial",Other,Fatal,Pedestrian Collisions,Pedestrian,45 to 49,Fatal,28,North,Other, , , ,Vehicle is going straight thru inter.while ped cross without ROW,"Crossing, no Traffic Control",Inattentive, , , ,Yes, ,Yes, , , , , , , , , , ,D32,York Centre (10),10,33,Clanton Park (33),103
